"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","intro","joaff3","joaff4","joagg3","joagg4","joinc3","joinc4","jonon3","jorew2","jorew3","joself3","josex2","josex3","imgaff5","imgagg5","imginc5","imgnon4","imgnon5","imgrew4","imgrew5","imgself4","imgself5","imgsex4","imgsex5","vidaff1","vidaff2","vidagg1","vidagg2","vidinc1","vidinc2","vidnon2","vidrew1","vidrew2","vidsex1","vidself2","vidnon1","attention_check","cheerfulness_4","measure_25","measure_26","measure_27","measure_28","measure_29","measure_30","measure_31","measure_32","measure_33","measure_34","measure_35","measure_36","measure_37","measure_38","measure_39","measure_40","measure_41","gender","age","techissues","vidaudCHECK","comment"
"2021-02-22 03:35:09","2021-02-22 03:50:01","0","IP1.4404217764177","100","891","1","2021-02-22 03:50:02","ID-1.8039408059714","","","","","anonymous","EN","4","5","4","1","2","3","7","1","4","5","4","2","5","5","2","7","3","1","6","6","3","2","2","1","3","2","3","1","4","4","5","3","4","5","4","1","2","2","3","2","4","2","2","3","1","2","1","1","3","2","3","3","1","1","3","4","20","1","1",""
"2021-02-22 03:38:44","2021-02-22 03:50:45","0","IP0.931862468160694","100","720","1","2021-02-22 03:50:45","ID0.758483856773368","","","","","anonymous","EN","4","3","4","5","5","2","5","5","5","7","6","5","2","3","5","6","2","2","5","5","7","6","6","4","4","4","6","4","5","6","7","5","5","6","7","1","2","1","2","3","2","1","1","3","1","3","1","2","1","2","2","2","1","3","1","5","34","1","1",""
"2021-02-22 03:41:27","2021-02-22 03:51:09","0","IP-1.37948683706125","100","581","1","2021-02-22 03:51:10","ID0.744058144541766","","","","","anonymous","EN","4","4","5","5","3","4","2","1","4","5","4","3","5","3","6","5","1","4","5","3","5","5","4","2","3","1","5","2","6","2","6","6","3","2","5","2","","2","3","4","3","2","1","3","2","1","1","3","2","2","3","2","2","4","1","4","20","1","1",""
"2021-02-22 03:55:54","2021-02-22 04:05:41","0","IP-0.607189236569931","100","586","1","2021-02-22 04:05:41","ID0.607742670588087","","","","","anonymous","EN","4","2","2","2","3","3","2","1","3","3","2","2","3","2","2","3","1","1","1","2","3","3","3","2","1","2","4","2","2","3","5","4","2","2","5","3","2","2","3","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","5","29","1","1",""
"2021-02-22 04:42:52","2021-02-22 04:53:24","0","IP-1.86725346957646","100","631","1","2021-02-22 04:53:24","ID1.78438832266004","","","","","anonymous","EN","4","3","5","2","3","3","4","3","5","5","4","2","2","2","4","5","1","1","5","4","5","3","2","1","5","2","5","4","5","3","6","1","5","6","4","5","2","1","2","4","3","1","2","3","1","3","1","2","3","3","2","3","1","3","1","4","31","1","1",""
"2021-02-22 04:41:35","2021-02-22 05:01:02","0","IP1.18716751854834","100","1166","1","2021-02-22 05:01:02","ID-0.0824748033093724","","","","","anonymous","EN","4","1","2","1","3","2","1","3","1","3","1","5","2","4","4","5","5","3","1","6","7","6","2","4","1","4","5","7","1","2","1","4","3","3","3","3","","1","2","4","4","3","1","4","2","2","1","1","2","3","4","2","1","3","1","4","30","2","1","Some videos had buffering issues and skipped but otherwise it was okay"
"2021-02-22 06:03:37","2021-02-22 06:18:40","0","IP0.251042084565596","100","902","1","2021-02-22 06:18:40","ID0.439472572187017","","","","","anonymous","EN","4","5","4","5","4","2","3","7","3","5","4","5","7","3","4","5","1","2","5","6","6","5","5","4","5","4","5","4","5","3","6","5","5","6","2","1","2","1","2","3","2","1","1","3","1","2","1","2","2","2","2","2","1","2","1","4","41","1","1",""
"2021-02-22 06:18:34","2021-02-22 06:30:35","0","IP-0.382068127929652","100","721","1","2021-02-22 06:30:35","ID1.41168161426969","","","","","anonymous","EN","4","2","2","1","2","1","7","7","4","4","6","4","4","1","3","5","1","3","1","3","7","5","2","5","3","1","1","3","1","1","7","1","2","2","7","1","2","4","2","1","2","3","4","1","1","2","2","1","3","2","2","2","3","1","3","4","56","1","1",""
"2021-02-22 06:25:46","2021-02-22 06:36:14","0","IP0.836162537396008","100","628","1","2021-02-22 06:36:14","ID1.42501737162137","","","","","anonymous","EN","4","2","4","6","3","3","2","4","3","4","6","5","4","3","5","7","1","2","3","3","4","3","5","5","3","2","4","5","5","6","6","3","6","4","5","1","2","1","1","4","2","1","1","4","3","3","1","2","2","3","1","2","1","1","1","5","58","1","1",""
"2021-02-22 06:32:11","2021-02-22 06:41:14","0","IP0.893547919521182","100","542","1","2021-02-22 06:41:14","ID0.564403235435526","","","","","anonymous","EN","4","2","4","4","4","2","4","1","3","5","6","3","5","5","6","5","5","1","7","5","6","4","3","2","6","4","7","2","4","4","5","7","5","6","5","6","2","1","3","3","4","2","2","3","3","2","1","2","4","3","3","3","2","3","2","5","23","1","1",""
"2021-02-22 06:30:13","2021-02-22 06:50:01","0","IP-0.581655447206409","100","1188","1","2021-02-22 06:50:01","ID0.911109776717734","","","","","anonymous","EN","4","4","5","5","6","3","6","2","3","5","6","4","2","5","5","2","3","4","3","5","5","4","5","3","3","5","3","3","3","3","3","4","4","5","3","3","2","3","3","2","2","3","2","3","2","2","2","2","2","2","2","3","3","3","2","4","37","1","1",""
"2021-02-22 06:50:01","2021-02-22 07:07:22","0","IP-0.516332825093347","100","1041","1","2021-02-22 07:07:23","ID-0.0126557154531557","","","","","anonymous","EN","4","5","1","5","5","3","6","1","3","5","5","6","5","2","6","6","1","2","4","5","5","4","6","6","5","5","6","6","4","6","7","6","6","6","7","5","2","1","1","3","1","1","1","2","1","3","1","1","3","4","1","2","1","3","1","5","62","1","1","none"
"2021-02-22 07:11:33","2021-02-22 07:22:45","0","IP0.718301567410997","100","671","1","2021-02-22 07:22:45","ID-0.747285170064177","","","","","anonymous","EN","4","1","1","1","2","2","7","1","1","1","7","1","1","1","5","4","1","1","1","6","3","1","1","1","5","1","1","1","1","2","6","1","1","5","1","1","2","1","4","4","4","1","1","1","3","2","1","4","3","3","3","3","1","2","1","4","39","1","1","Most of the jokes involved in the study are what I class as """"""""""""""""Dad"""""""""""""""" jokes and I have never really found them funny. If anything they gain a groan but that's all. "
"2021-02-22 07:26:49","2021-02-22 07:36:28","0","IP-0.513989926947886","100","579","1","2021-02-22 07:36:29","ID-1.19177669503977","","","","","anonymous","EN","4","3","5","4","1","3","1","1","5","6","5","4","4","4","6","5","3","3","1","5","4","4","4","3","4","4","5","3","4","1","6","4","4","5","3","1","2","2","3","2","3","2","2","3","3","2","2","2","3","2","3","2","2","2","2","4","34","1","1",""
"2021-02-22 06:39:21","2021-02-22 07:50:19","0","IP-0.165260216039711","100","4257","1","2021-02-22 07:50:19","ID0.767048411033918","","","","","anonymous","EN","4","6","6","6","6","2","2","6","3","6","6","5","2","5","5","3","1","3","6","4","7","5","6","5","5","2","6","2","2","2","7","3","6","5","2","2","2","2","3","3","4","3","2","2","4","1","3","2","1","3","3","3","2","2","2","5","22","1","1","really funny, but sure they were the same as last time. some were still really funny"
"2021-02-22 02:21:27","2021-02-22 03:51:47","0","IP-0.745611969847923","78","5420","0","2021-02-22 07:51:48","ID0.600324543536971","","","","","anonymous","EN","4","2","3","2","2","2","1","1","2","4","1","2","1","5","1","1","1","1","4","4","2","1","4","5","3","2","4","5","4","4","4","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-22 08:05:58","2021-02-22 08:19:41","0","IP-0.653386303928936","100","822","1","2021-02-22 08:19:42","ID-0.711571671035135","","","","","anonymous","EN","4","1","3","3","1","5","5","1","3","2","3","3","6","3","4","4","2","2","1","3","3","2","3","5","2","2","1","2","3","4","5","2","2","5","4","2","2","2","3","3","3","2","1","2","3","2","1","1","3","2","3","2","2","2","2","4","38","2","1",""
"2021-02-22 09:40:26","2021-02-22 09:54:24","0","IP-0.376652617559642","100","837","1","2021-02-22 09:54:25","ID-1.33694045982023","","","","","anonymous","EN","4","6","6","1","1","5","5","3","6","7","5","5","7","3","6","7","1","2","6","4","7","4","6","5","6","2","6","6","5","2","7","4","7","7","5","1","2","2","2","3","2","2","1","3","2","3","1","2","2","3","2","3","2","3","2","4","44","1","1","good fun"
"2021-02-22 09:46:02","2021-02-22 09:57:58","0","IP1.04704616542052","100","715","1","2021-02-22 09:57:58","ID1.09501750801573","","","","","anonymous","EN","4","2","2","5","4","3","2","2","4","5","3","5","5","1","4","5","3","1","4","3","5","3","3","3","6","2","6","1","3","5","4","5","2","3","4","5","2","2","3","2","4","3","3","2","2","1","2","1","3","1","3","3","3","2","2","5","21","1","1",""
"2021-02-22 09:47:42","2021-02-22 09:59:25","0","IP-0.594397189420964","100","702","1","2021-02-22 09:59:25","ID0.0802079605650153","","","","","anonymous","EN","4","2","4","5","3","1","3","1","2","2","3","4","3","7","4","1","1","1","7","4","2","4","3","2","2","1","4","1","2","2","7","3","3","4","1","1","2","1","2","3","2","2","2","3","2","1","1","2","3","2","1","3","1","2","2","4","24","1","1",""
"2021-02-22 11:17:11","2021-02-22 11:32:57","0","IP-0.114750193591874","100","946","1","2021-02-22 11:32:58","ID0.800093938751101","","","","","anonymous","EN","4","1","5","1","1","1","6","6","3","5","1","4","3","5","5","5","1","2","1","4","6","5","5","3","2","3","5","3","5","3","6","6","5","6","4","1","2","1","3","4","3","1","1","4","1","3","1","2","3","4","1","2","2","4","1","4","29","1","1",""
"2021-02-22 13:33:27","2021-02-22 13:46:19","0","IP-0.799079941257139","100","771","1","2021-02-22 13:46:19","ID2.34368369368084","","","","","anonymous","EN","4","1","1","1","1","1","1","1","2","2","2","2","1","1","1","2","1","1","2","3","2","1","1","3","5","1","2","2","1","1","6","5","2","5","4","1","2","1","1","3","1","1","1","2","2","3","1","2","2","2","2","3","1","3","1","4","32","1","1",""
"2021-02-23 01:49:00","2021-02-23 02:00:56","0","IP0.0324118785760364","100","716","1","2021-02-23 02:00:57","ID2.71655870713476","","","","","anonymous","EN","4","3","3","2","3","3","5","1","2","5","4","5","5","1","6","1","1","1","6","3","5","5","7","6","5","5","7","1","6","1","7","6","6","7","7","1","2","1","2","2","4","2","1","3","3","2","1","1","2","2","3","3","1","1","2","4","34","1","1",""
"2021-02-23 02:23:20","2021-02-23 02:33:35","0","IP-1.19131923801753","100","615","1","2021-02-23 02:33:36","ID0.75515665837292","","","","","anonymous","EN","4","2","3","1","6","2","2","1","2","3","1","5","4","1","4","6","1","1","4","5","5","4","5","5","3","2","5","5","4","1","6","2","2","5","2","1","2","2","2","2","2","3","1","2","3","2","1","1","2","3","2","1","1","2","3","4","30","1","1",""
"2021-02-23 03:39:33","2021-02-23 03:55:49","0","IP-1.32047607955459","100","976","1","2021-02-23 03:55:50","ID-0.819677182421014","","","","","anonymous","EN","4","2","2","2","5","2","1","2","2","2","2","2","2","2","2","4","1","2","2","4","2","3","2","2","5","1","6","2","2","5","6","6","5","6","2","1","2","2","3","2","3","2","2","2","3","1","2","1","2","1","3","3","2","1","2","4","36","1","1",""
"2021-02-23 04:58:24","2021-02-23 05:07:38","0","IP-0.787582370014624","100","553","1","2021-02-23 05:07:38","ID-1.58263196512501","","","","","anonymous","EN","4","7","4","5","2","3","5","6","3","4","5","3","4","4","3","4","5","1","7","5","7","5","5","4","4","3","5","5","5","4","4","6","3","3","7","7","2","1","1","3","3","1","1","3","1","2","1","1","1","2","1","1","1","2","1","5","20","1","1",""
"2021-02-23 04:49:27","2021-02-23 05:10:39","0","IP0.78826514012851","100","1272","1","2021-02-23 05:10:39","ID0.464187650389524","","","","","anonymous","EN","4","6","6","6","3","6","6","6","7","6","5","6","6","3","6","6","1","6","5","5","7","5","6","7","7","3","2","5","7","2","7","6","7","6","6","2","2","1","3","3","3","1","1","3","3","3","3","2","3","3","2","4","1","3","1","5","30","1","1",""
"2021-02-23 05:28:16","2021-02-23 05:40:07","0","IP-2.75715000060078","100","710","1","2021-02-23 05:40:07","ID-0.83305463534609","","","","","anonymous","EN","4","4","4","1","3","4","1","1","4","4","5","4","4","3","4","5","1","4","1","5","5","2","5","4","3","4","5","4","5","3","6","5","5","6","2","1","3","2","3","3","3","2","1","2","4","2","2","1","4","3","4","3","2","1","2","4","43","1","1",""
"2021-02-23 05:17:33","2021-02-23 05:45:09","0","IP0.64912279564555","100","1655","1","2021-02-23 05:45:09","ID1.4331059109391","","","","","anonymous","EN","4","3","4","5","6","2","5","5","5","6","7","7","5","5","6","5","6","3","4","6","7","6","5","6","6","3","6","2","4","2","7","7","3","6","5","2","2","1","2","2","3","1","3","2","2","2","1","1","4","3","2","3","3","2","3","5","27","1","1",""
"2021-02-23 06:50:39","2021-02-23 07:01:14","0","IP-0.0443677331548321","100","634","1","2021-02-23 07:01:14","ID0.585059770467764","","","","","anonymous","EN","4","3","5","3","3","2","3","3","4","5","5","5","5","4","5","5","1","3","5","5","5","4","5","6","6","2","6","1","5","1","5","1","4","5","5","1","2","2","3","3","3","2","1","3","2","2","1","2","3","3","3","3","1","3","1","4","28","1","1",""
"2021-02-23 07:01:51","2021-02-23 07:22:05","0","IP-1.43167311977225","100","1213","1","2021-02-23 07:22:05","ID-0.101780891517578","","","","","anonymous","EN","4","6","4","5","6","3","7","4","4","5","7","6","3","5","7","6","1","2","7","7","5","6","7","6","6","4","6","4","5","1","5","7","4","5","7","7","2","4","3","2","3","2","4","3","2","4","3","2","4","3","3","2","4","2","3","5","31","1","1",""
"2021-02-23 07:53:07","2021-02-23 08:09:09","0","IP1.13778337320581","100","961","1","2021-02-23 08:09:09","ID-0.148920409638706","","","","","anonymous","EN","4","2","2","2","2","2","2","1","3","2","3","2","2","2","1","2","1","2","1","1","3","1","2","4","3","2","2","3","3","1","4","2","1","4","5","1","2","1","2","3","2","1","1","3","1","2","1","2","2","2","2","2","1","3","1","5","73","1","1",""
"2021-02-23 08:17:29","2021-02-23 08:31:23","0","IP-1.03291701655071","100","834","1","2021-02-23 08:31:24","ID-0.47309366762091","","","","","anonymous","EN","4","4","4","2","5","5","5","4","4","5","4","5","4","2","4","5","4","1","3","2","4","4","4","4","6","3","4","4","4","4","5","5","4","5","5","5","2","1","3","3","3","2","1","2","3","2","1","2","2","2","3","3","1","2","1","5","62","1","1",""
"2021-02-23 08:42:46","2021-02-23 09:12:46","0","IP-0.276963349361581","100","1799","1","2021-02-23 09:12:46","ID0.386091541049187","","","","","anonymous","EN","4","2","1","1","1","2","1","1","3","5","1","1","1","1","2","4","1","1","3","1","2","1","2","2","1","1","2","1","1","1","5","1","3","7","4","1","2","4","2","1","2","4","4","1","3","1","3","1","4","1","3","1","4","1","4","4","29","2","1","some of the videos were too big for the screen and loaded with parts outside the frame"
"2021-02-23 08:58:09","2021-02-23 09:15:04","0","IP-1.36481839364437","100","1015","1","2021-02-23 09:15:05","ID0.980487777726937","","","","","anonymous","EN","4","4","5","5","5","6","5","4","4","5","5","4","5","2","5","5","1","4","2","5","5","4","3","3","5","3","6","4","6","2","5","4","6","7","4","1","2","1","2","3","3","1","1","4","2","1","1","2","2","3","2","3","1","2","1","4","59","1","1",""
"2021-02-23 10:29:02","2021-02-23 11:06:44","0","IP0.196301040510945","100","2262","1","2021-02-23 11:06:45","ID0.235078301178202","","","","","anonymous","EN","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","7","6","6","6","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","29","2","1",""
"2021-02-23 10:58:28","2021-02-23 11:11:02","0","IP-0.871678285253685","100","754","1","2021-02-23 11:11:03","ID-0.293289045929629","","","","","anonymous","EN","4","2","3","3","4","3","5","1","3","4","5","7","4","6","5","5","2","4","4","4","6","5","6","7","7","2","5","1","4","1","6","3","5","6","4","2","2","1","3","3","3","1","1","3","3","3","1","2","3","3","3","3","2","3","1","4","32","1","1",""
"2021-02-23 15:31:33","2021-02-23 15:47:33","0","IP1.65641073265518","100","959","1","2021-02-23 15:47:33","ID-0.538359492641743","","","","","anonymous","EN","4","2","2","1","3","1","5","5","2","5","3","5","3","5","1","5","2","1","3","3","2","5","3","3","5","2","2","5","5","2","6","1","6","7","2","2","2","3","3","1","4","3","3","1","3","1","4","1","3","1","3","4","4","1","4","4","33","1","1",""
"2021-02-24 00:12:21","2021-02-24 00:26:37","0","IP1.17399084206573","100","855","1","2021-02-24 00:26:37","ID-0.237938623522652","","","","","anonymous","EN","4","2","3","1","4","1","2","1","4","5","4","3","2","4","5","6","2","2","2","4","2","6","1","5","3","2","6","4","3","1","3","3","4","4","5","1","2","2","2","3","3","1","1","3","3","3","1","2","3","2","3","3","1","3","1","5","55","1","1","Was i watching the same things again to see if i found them any funnier. I would be interested in the results!"
"2021-02-24 02:57:01","2021-02-24 03:07:41","0","IP-2.40420963427485","100","639","1","2021-02-24 03:07:41","ID-0.524840122559529","","","","","anonymous","EN","4","4","6","2","2","5","5","6","4","4","5","5","6","6","7","5","5","4","2","6","5","6","6","6","5","3","6","2","4","4","7","6","6","6","6","2","2","1","2","3","3","1","2","4","1","3","2","2","3","3","2","3","1","3","2","4","40","1","1",""
"2021-02-24 04:08:29","2021-02-24 04:23:33","0","IP0.129935436362467","100","903","1","2021-02-24 04:23:33","ID-1.18837698260869","","","","","anonymous","EN","4","3","5","3","6","4","3","2","5","4","6","1","5","1","4","6","1","1","1","3","6","1","2","1","7","1","7","4","4","1","7","7","7","5","2","1","2","1","3","3","3","1","1","3","3","4","1","2","4","3","4","3","1","2","1","4","48","1","1","No, sorry on the delay to my response."
"2021-02-24 04:35:10","2021-02-24 04:44:53","0","IP0.85063320806356","100","583","1","2021-02-24 04:44:54","ID-0.889829964781746","","","","","anonymous","EN","4","3","3","1","3","5","1","3","4","4","3","5","5","3","1","1","1","1","1","3","3","1","1","4","5","4","6","1","5","5","6","2","5","3","6","1","2","2","3","2","3","1","2","2","3","2","1","1","3","2","3","3","1","1","1","5","32","1","1",""
"2021-02-24 05:03:38","2021-02-24 05:16:21","0","IP-0.868764322402924","100","763","1","2021-02-24 05:16:22","ID-0.191965535443833","","","","","anonymous","EN","4","1","1","1","2","2","3","3","2","2","2","5","2","2","2","3","2","2","2","2","3","4","2","3","7","1","2","4","5","3","6","3","3","6","2","1","2","1","1","4","2","1","1","3","2","3","1","3","1","2","1","2","1","1","1","4","33","1","1",""
"2021-02-24 06:54:52","2021-02-24 07:05:07","0","IP-0.684306328176409","100","615","1","2021-02-24 07:05:08","ID0.163707224496652","","","","","anonymous","EN","4","1","2","4","5","4","5","1","5","5","5","5","4","3","5","6","1","5","5","5","5","6","5","6","5","1","6","4","5","4","6","5","7","3","5","1","2","3","3","1","3","3","3","3","3","1","3","1","4","2","3","3","3","1","3","5","44","1","1",""
"2021-02-24 06:54:18","2021-02-24 07:35:52","0","IP0.874756045736734","100","2494","1","2021-02-24 07:35:53","ID0.980895201026338","","","","","anonymous","EN","4","1","1","1","1","1","1","1","1","2","1","1","1","1","2","2","1","1","5","1","2","2","1","1","2","1","1","1","1","1","1","3","1","1","1","1","2","1","2","3","1","1","1","3","1","3","1","2","1","3","1","1","1","3","1","4","21","1","1",""
"2021-02-24 07:35:16","2021-02-24 07:49:27","0","IP0.906697239322344","100","850","1","2021-02-24 07:49:27","ID-1.30585861078908","","","","","anonymous","EN","4","4","4","2","1","3","2","1","4","6","7","5","5","4","1","7","1","2","1","4","6","4","2","4","7","1","2","1","7","1","7","3","5","7","5","1","2","1","1","4","2","1","1","1","2","2","1","1","1","2","1","1","1","2","1","4","62","1","1",""
"2021-02-24 07:58:58","2021-02-24 08:13:04","0","IP0.256590202519423","100","846","1","2021-02-24 08:13:05","ID0.721635618895204","","","","","anonymous","EN","4","3","2","1","1","2","5","2","3","3","5","1","4","3","4","3","6","3","1","2","5","2","1","1","7","1","7","3","1","1","1","2","4","3","6","7","2","3","2","2","3","3","4","4","1","3","3","1","2","2","2","3","3","2","2","7","27","1","1",""
"2021-02-24 14:31:45","2021-02-24 14:51:09","0","IP-1.30236480822185","100","1164","1","2021-02-24 14:51:09","ID-1.29889776729932","","","","","anonymous","EN","4","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","1","1","2","1","2","4","2","1","1","2","1","1","3","2","1","1","3","1","3","1","2","2","3","1","2","1","3","1","4","35","1","1","I just don't find the things that were in this lineup funny. It's very early 2000's humour or something a grandparent would find funny ( imo). The only one that makes me laugh is the two moose playing eye spy because it's just a ridiculous scenario and also probably because I am Canadian I don't know but that's the only video that actually makes me chuckle a little"
"2021-02-25 06:16:47","2021-02-25 06:27:37","0","IP-0.374357740389775","100","650","1","2021-02-25 06:27:38","ID-1.27588984647339","","","","","anonymous","EN","4","2","3","2","1","4","2","5","2","3","3","3","2","2","2","3","3","2","7","4","2","5","2","2","4","3","3","1","2","1","1","4","1","4","3","1","2","1","2","2","2","1","2","3","1","1","1","1","2","2","2","2","2","2","2","4","50","1","1",""
"2021-02-25 07:44:27","2021-02-25 07:54:40","0","IP1.14522568266618","100","612","1","2021-02-25 07:54:40","ID-0.42281245918831","","","","","anonymous","EN","4","2","3","2","2","2","3","5","2","4","4","3","4","4","3","5","5","3","6","6","5","4","4","4","7","2","5","6","5","2","3","7","5","4","6","6","2","3","3","2","4","3","2","4","3","2","3","2","3","3","2","3","3","2","3","5","39","1","1",""
